Client_ID,Applied,Approved,Total_Tradelines_6m_In,Total_Tradelines_1y_In,Total_Tradelines_2y_In,Max_Trade_3m_Out,Total_Enquiry_6m_In,Total_Enquiry_1y_In,Total_Enquiry_2y_In,Target,Approval_Rate,Enquiry_Intensity,Tradeline_Growth,Debt_Pressure,Behavioral_Risk_Score,Risk_Segment
107398,0,0,15.0,28,38,5206,11.0,11.0,11,0,0.0,1.0,5.5,325.375,0.549741128380825,High
107400,2,2,3.0,11,14,13264,7.0,7.0,34,1,1.0,1.0,-0.5,3316.0,0.5163889933428039,High
107401,1,1,9.0,27,38,16744,5.0,22.0,34,1,1.0,0.22727272727272727,-0.5,1674.4,0.2313777882864747,Low
107402,2,2,8.0,22,31,19247,8.0,23.0,28,1,1.0,0.34782608695652173,0.25,2138.5555555555557,0.28973616656756157,Low
107403,3,3,5.0,20,20,16798,12.0,14.0,14,1,1.0,0.8571428571428571,0.0,2799.6666666666665,0.4670851040758912,High
107404,0,0,9.0,19,27,8423,6.0,6.0,24,0,0.0,1.0,2.25,842.3,0.5132414138881926,High
107405,3,0,3.0,24,29,7658,14.0,23.0,23,0,0.0,0.6086956521739131,-4.25,1914.5,0.3104481315162591,Low
107406,0,0,2.0,24,33,19556,13.0,22.0,22,0,0.0,0.5909090909090909,-6.25,6518.666666666667,0.35368921731731967,Medium
107407,3,2,6.0,6,26,17447,12.0,12.0,21,1,0.6666666666666666,1.0,-0.5,2492.4285714285716,0.5026249517522393,High
107408,0,0,13.0,24,24,12247,13.0,16.0,16,0,0.0,0.8125,7.0,874.7857142857143,0.5172565577162594,High
107409,0,0,9.0,21,32,6570,8.0,8.0,19,0,0.0,1.0,1.0,657.0,0.4927834531071558,High
107410,1,1,7.0,21,22,13761,1.0,23.0,23,1,1.0,0.043478260869565216,1.5,1720.125,0.19865492877151295,Low
107411,3,3,1.0,16,16,18168,2.0,10.0,20,1,1.0,0.2,-3.0,9084.0,0.31139853346703433,Low
107412,1,1,5.0,20,20,2975,11.0,11.0,34,1,1.0,1.0,0.0,495.8333333333333,0.4762010459318682,High
107413,3,3,13.0,29,29,15311,8.0,9.0,24,1,1.0,0.8888888888888888,5.75,1093.642857142857,0.5290160872292985,High
107414,1,1,17.0,17,17,3579,0.0,23.0,23,1,1.0,0.0,12.75,198.83333333333334,0.3149873958942648,Low
107415,0,0,10.0,10,39,14376,9.0,19.0,22,0,0.0,0.47368421052631576,0.25,1306.909090909091,0.3177898777725934,Low
107416,3,3,1.0,23,34,18537,2.0,20.0,20,1,1.0,0.1,-7.5,9268.5,0.21864867970251525,Low
107417,2,1,10.0,10,28,15790,5.0,7.0,16,1,0.5,0.7142857142857143,3.0,1435.4545454545455,0.43833315562602354,Medium
107418,3,2,4.0,9,22,8180,7.0,16.0,16,1,0.6666666666666666,0.4375,-1.5,1636.0,0.28692289211999666,Low
107419,1,1,14.0,22,22,5782,2.0,7.0,7,1,1.0,0.2857142857142857,8.5,385.46666666666664,0.3543168465263602,Medium
107420,1,1,9.0,10,28,10179,10.0,10.0,31,1,1.0,1.0,2.0,1017.9,0.5127039288599203,High
107421,1,0,16.0,24,24,17714,4.0,22.0,22,0,0.0,0.18181818181818182,10.0,1042.0,0.35149054153973935,Medium
107422,4,1,9.0,14,22,9564,10.0,12.0,12,1,0.25,0.8333333333333334,3.5,956.4,0.47695388011476,High
107423,3,3,9.0,9,33,16301,14.0,14.0,25,1,1.0,1.0,0.75,1630.1,0.5055742876243001,High
107424,1,0,13.0,13,13,6407,6.0,8.0,28,0,0.0,0.75,9.75,457.64285714285717,0.5276461161050031,High
107425,3,0,12.0,25,30,9364,4.0,8.0,20,0,0.0,0.5,4.5,720.3076923076923,0.3757859353607034,Medium
107426,0,0,13.0,23,23,18450,7.0,16.0,34,0,0.0,0.4375,7.25,1317.857142857143,0.40313366718794147,Medium
107428,3,2,15.0,15,37,6128,0.0,14.0,14,1,0.6666666666666666,0.0,5.75,383.0,0.2208430823653937,Low
107429,2,1,15.0,15,37,19735,13.0,13.0,19,1,0.5,1.0,5.75,1233.4375,0.5683894599036238,High
107430,3,3,0.0,26,26,15843,7.0,24.0,30,1,1.0,0.2916666666666667,-6.5,15843.0,0.40630361967633216,Medium
107431,0,0,17.0,17,22,14745,6.0,7.0,30,0,0.0,0.8571428571428571,11.5,819.1666666666666,0.5937079697342295,High
107432,3,0,1.0,19,25,10155,13.0,13.0,16,0,0.0,1.0,-5.25,5077.5,0.47985606250522267,High
107433,0,0,18.0,28,28,7919,13.0,13.0,15,0,0.0,1.0,11.0,416.7894736842105,0.6276577932149668,High
107434,2,1,17.0,17,35,15391,13.0,13.0,24,1,0.5,1.0,8.25,855.0555555555555,0.596787926055913,High
107435,1,1,7.0,7,29,11496,8.0,8.0,16,1,1.0,1.0,-0.25,1437.0,0.4884581905796495,High
107436,3,3,3.0,28,31,3168,0.0,17.0,17,1,1.0,0.0,-4.75,792.0,0.08184521322525835,Low
107437,3,1,16.0,16,36,6003,12.0,20.0,20,1,0.3333333333333333,0.6,7.0,353.11764705882354,0.4377047808761676,Medium
107438,1,0,12.0,26,26,16944,12.0,12.0,33,0,0.0,1.0,5.5,1303.3846153846155,0.5660862376878296,High
107439,3,2,1.0,13,25,5599,12.0,12.0,12,1,0.6666666666666666,1.0,-5.25,2799.5,0.4417846995905406,Medium
107440,2,1,11.0,15,38,18100,1.0,14.0,25,1,0.5,0.07142857142857142,1.5,1508.3333333333333,0.20443210396049452,Low
107441,4,2,7.0,16,22,3512,5.0,7.0,14,1,0.5,0.7142857142857143,1.5,439.0,0.40084644976065126,Medium
107442,4,4,5.0,16,19,2395,0.0,3.0,24,1,1.0,0.0,0.25,399.1666666666667,0.14472438093646417,Low
107443,2,2,12.0,12,24,12980,10.0,17.0,28,1,1.0,0.5882352941176471,6.0,998.4615384615385,0.43067971470941774,Medium
107444,1,1,16.0,16,18,15527,7.0,18.0,29,1,1.0,0.3888888888888889,11.5,913.3529411764706,0.4391974136664498,Medium
107445,2,1,6.0,18,26,3319,7.0,24.0,34,1,0.5,0.2916666666666667,-0.5,474.14285714285717,0.23278298555153656,Low
107446,1,1,4.0,20,20,19145,6.0,6.0,30,1,1.0,1.0,-1.0,3829.0,0.5180181262360379,High
107447,0,0,8.0,16,32,6385,11.0,11.0,11,0,0.0,1.0,0.0,709.4444444444445,0.479771048624458,High
107448,1,1,2.0,14,38,3464,10.0,11.0,14,1,1.0,0.9090909090909091,-7.5,1154.6666666666667,0.3527421843149469,Medium
107449,4,0,14.0,21,21,16994,11.0,14.0,32,0,0.0,0.7857142857142857,8.75,1132.9333333333334,0.5369478665536574,High
107450,1,1,11.0,13,16,9351,12.0,23.0,23,1,1.0,0.5217391304347826,7.0,779.25,0.4187396151615008,Medium
107451,2,2,2.0,19,22,18717,9.0,24.0,24,1,1.0,0.375,-3.5,6239.0,0.3152400002785438,Low
107452,1,1,5.0,5,13,2015,10.0,21.0,22,1,1.0,0.47619047619047616,1.75,335.8333333333333,0.3232294066619712,Medium
107453,4,1,9.0,9,17,12178,3.0,22.0,23,1,0.25,0.13636363636363635,4.75,1217.8,0.2663604394407854,Low
107454,4,0,7.0,7,14,8039,10.0,10.0,24,0,0.0,1.0,3.5,1004.875,0.5333195802345339,High
107455,1,1,4.0,7,20,7339,10.0,10.0,33,1,1.0,1.0,-1.0,1467.8,0.47855627280577145,High
107456,0,0,9.0,9,31,13022,11.0,11.0,22,0,0.0,1.0,1.25,1302.2,0.5070386618757138,High
107458,2,0,16.0,27,27,4238,14.0,14.0,27,0,0.0,1.0,9.25,249.2941176470588,0.6005529503520303,High
107459,0,0,10.0,22,22,7749,13.0,16.0,16,0,0.0,0.8125,4.5,704.4545454545455,0.4796876543069198,High
107460,4,0,9.0,28,28,15974,6.0,8.0,31,0,0.0,0.75,2.0,1597.4,0.4390555625191499,Medium
107461,4,2,15.0,15,19,18629,9.0,14.0,14,1,0.5,0.6428571428571429,10.25,1164.3125,0.5106865805568488,High
107462,1,1,1.0,23,23,11355,7.0,7.0,28,1,1.0,1.0,-4.75,5677.5,0.4968280827832094,High
107463,1,1,5.0,8,15,11680,11.0,11.0,23,1,1.0,1.0,1.25,1946.6666666666667,0.5178093924960308,High
107464,1,0,10.0,28,28,5485,7.0,21.0,25,0,0.0,0.3333333333333333,3.0,498.6363636363636,0.2956923363745249,Low
107465,1,1,2.0,23,37,6284,9.0,9.0,32,1,1.0,1.0,-7.25,2094.6666666666665,0.40222730564608233,Medium
107466,0,0,8.0,17,39,14827,7.0,22.0,22,0,0.0,0.3181818181818182,-1.75,1647.4444444444443,0.24386920934927955,Low
107467,3,3,6.0,12,16,6338,0.0,19.0,21,1,1.0,0.0,2.0,905.4285714285714,0.17749090256140895,Low
107468,2,1,10.0,11,37,6201,12.0,24.0,24,1,0.5,0.5,0.75,563.7272727272727,0.3210857319750526,Medium
107469,3,3,13.0,13,25,16304,14.0,14.0,14,1,1.0,1.0,6.75,1164.5714285714287,0.5811274158698325,High
107470,3,3,2.0,5,38,5209,12.0,12.0,12,1,1.0,1.0,-7.5,1736.3333333333333,0.3927663923010501,Medium
107471,2,1,10.0,10,12,2721,10.0,20.0,20,1,0.5,0.5,7.0,247.36363636363637,0.4026040202729222,Medium
107472,2,2,1.0,22,38,8728,4.0,22.0,22,1,1.0,0.18181818181818182,-8.5,4364.0,0.15006544196034044,Low
107473,1,0,10.0,18,18,18224,4.0,13.0,13,0,0.0,0.3076923076923077,5.5,1656.7272727272727,0.34122229073814686,Medium
107474,4,0,15.0,26,33,2355,4.0,4.0,23,0,0.0,1.0,6.75,147.1875,0.564124258377204,High
107475,1,1,17.0,23,23,1171,11.0,20.0,20,1,1.0,0.55,11.25,65.05555555555556,0.47525161787508247,High
107476,3,0,10.0,10,29,10803,5.0,8.0,27,0,0.0,0.625,2.75,982.0909090909091,0.3975221315688852,Medium
107477,3,3,4.0,15,31,19612,0.0,16.0,16,1,1.0,0.0,-3.75,3922.4,0.14805130776301498,Low
107478,1,1,11.0,29,29,3531,11.0,15.0,30,1,1.0,0.7333333333333333,3.75,294.25,0.43602650344001564,Medium
107479,0,0,14.0,14,23,16560,2.0,24.0,31,0,0.0,0.08333333333333333,8.25,1104.0,0.29539288599203367,Low
107480,3,1,7.0,22,33,9517,7.0,8.0,20,1,0.3333333333333333,0.875,-1.25,1189.625,0.42876834907105654,Medium
107481,1,1,7.0,8,18,18696,3.0,20.0,20,1,1.0,0.15,2.5,2337.0,0.25836066544107406,Low
107482,2,2,10.0,18,32,3544,4.0,22.0,22,1,1.0,0.18181818181818182,2.0,322.1818181818182,0.22834937808772104,Low
107483,1,1,2.0,8,34,5694,10.0,10.0,29,1,1.0,1.0,-6.5,1898.0,0.40935715578953236,Medium
107484,3,3,11.0,11,19,7382,13.0,13.0,16,1,1.0,1.0,6.25,615.1666666666666,0.565000974903206,High
107485,0,0,8.0,23,37,1870,10.0,19.0,23,0,0.0,0.5263157894736842,-1.25,207.77777777777777,0.29613103309930766,Low
107486,4,0,9.0,28,28,11346,4.0,8.0,20,0,0.0,0.5,2.0,1134.6,0.3479876256928776,Medium
107487,4,0,12.0,12,34,8648,3.0,19.0,19,0,0.0,0.15789473684210525,3.5,665.2307692307693,0.24694147871446295,Low
107488,1,0,8.0,15,15,18167,3.0,22.0,22,0,0.0,0.13636363636363635,4.25,2018.5555555555557,0.2727987234254469,Low
107489,3,2,17.0,29,29,17620,4.0,24.0,24,1,0.6666666666666666,0.16666666666666666,9.75,978.8888888888889,0.34191306184600245,Medium
107490,4,1,7.0,7,38,1248,14.0,14.0,19,1,0.25,1.0,-2.5,156.0,0.4357993161750369,Medium
107491,3,0,2.0,9,33,4791,7.0,10.0,12,0,0.0,0.7,-6.25,1597.0,0.3077988774685942,Low
107492,1,1,2.0,20,20,14215,11.0,13.0,26,1,1.0,0.8461538461538461,-3.0,4738.333333333333,0.45415564543948844,Medium
107493,4,1,18.0,25,34,18980,2.0,13.0,17,1,0.25,0.15384615384615385,9.5,998.9473684210526,0.3345025652246331,Medium
107494,1,1,13.0,13,34,7680,13.0,13.0,32,1,1.0,1.0,4.5,548.5714285714286,0.5395824380140625,High
107495,0,0,4.0,27,27,12156,9.0,13.0,33,0,0.0,0.6923076923076923,-2.75,2431.2,0.3677875589495043,Medium
107496,0,0,17.0,17,36,18970,4.0,6.0,28,0,0.0,0.6666666666666666,8.0,1053.888888888889,0.4855276199363063,High
107497,4,2,8.0,8,33,12464,5.0,11.0,11,1,0.5,0.45454545454545453,-0.25,1384.888888888889,0.30576909523073975,Low
107498,4,3,18.0,19,19,13465,5.0,17.0,17,1,0.75,0.29411764705882354,13.25,708.6842105263158,0.4284920032497348,Medium
107499,3,3,8.0,25,33,13586,1.0,4.0,12,1,1.0,0.25,-0.25,1509.5555555555557,0.2396707844721131,Low
107500,4,3,13.0,16,16,4732,6.0,23.0,23,1,0.75,0.2608695652173913,9.0,338.0,0.3521864248058974,Medium
107501,3,3,1.0,28,34,6935,8.0,8.0,21,1,1.0,1.0,-7.5,3467.5,0.421698734018551,Medium
107503,1,1,10.0,27,39,6293,10.0,10.0,24,1,1.0,1.0,0.25,572.0909090909091,0.48094773252707573,High
107504,4,2,11.0,11,31,19128,12.0,12.0,15,1,0.5,1.0,3.25,1594.0,0.5396931840338709,High
107505,1,1,3.0,16,16,16346,12.0,12.0,12,1,1.0,1.0,-1.0,4086.5,0.5223216275312665,High
107506,3,3,9.0,9,34,11039,1.0,13.0,24,1,1.0,0.07692307692307693,0.5,1103.9,0.1856155737037537,Low
107507,2,0,11.0,15,23,18734,2.0,17.0,17,0,0.0,0.11764705882352941,5.25,1561.1666666666667,0.2728045835197119,Low
107508,3,0,1.0,10,29,8514,2.0,5.0,17,0,0.0,0.4,-6.25,4257.0,0.2522544636639648,Low
107509,3,3,13.0,13,32,12828,7.0,21.0,32,1,1.0,0.3333333333333333,5.0,916.2857142857143,0.33045013171141274,Medium
107510,2,2,2.0,11,34,17809,6.0,19.0,23,1,1.0,0.3157894736842105,-6.5,5936.333333333333,0.2487781365861382,Low
107511,0,0,7.0,17,17,13347,5.0,6.0,30,0,0.0,0.8333333333333334,2.75,1668.375,0.4784361856215704,High
107512,2,2,1.0,11,16,6753,0.0,17.0,17,1,1.0,0.0,-3.0,3376.5,0.14934455168379712,Low
107513,2,2,12.0,12,39,7427,2.0,18.0,23,1,1.0,0.1111111111111111,2.25,571.3076923076923,0.2124161243990775,Low
107514,1,1,3.0,12,19,11059,11.0,11.0,11,1,1.0,1.0,-1.75,2764.75,0.4898150469346258,High
107515,3,3,19.0,19,36,11568,7.0,22.0,22,1,1.0,0.3181818181818182,10.0,578.4,0.3891971134002345,Medium
107516,1,1,11.0,13,29,17133,13.0,16.0,16,1,1.0,0.8125,3.75,1427.75,0.48135915434110466,High
107517,1,1,19.0,19,26,18561,13.0,17.0,17,1,1.0,0.7647058823529411,12.5,928.05,0.578604260163161,High
107518,0,0,5.0,29,29,14514,13.0,16.0,27,0,0.0,0.8125,-2.25,2419.0,0.41459221191610257,Medium
107519,4,1,15.0,15,33,7285,8.0,8.0,24,1,0.25,1.0,6.75,455.3125,0.5692738363833877,High
107520,2,1,9.0,21,26,5258,14.0,14.0,14,1,0.5,1.0,2.5,525.8,0.5114240898582212,High
107521,2,1,11.0,11,37,6773,10.0,12.0,27,1,0.5,0.8333333333333334,1.75,564.4166666666666,0.4460972535583967,Medium
107522,2,1,4.0,23,23,12862,2.0,8.0,21,1,0.5,0.25,-1.75,2572.4,0.23660037324865604,Low
107523,0,0,5.0,14,20,15696,7.0,16.0,29,0,0.0,0.4375,0.0,2616.0,0.32413459931478233,Medium
107524,0,0,3.0,24,32,4623,9.0,9.0,11,0,0.0,1.0,-5.0,1155.75,0.41778554218545444,Medium
107525,4,2,19.0,24,24,14114,14.0,14.0,33,1,0.5,1.0,13.0,705.7,0.6602640246789783,High
107526,3,3,14.0,14,17,3508,11.0,11.0,13,1,1.0,1.0,9.75,233.86666666666667,0.607239561572101,High
107527,1,1,17.0,17,35,8603,6.0,9.0,31,1,1.0,0.6666666666666666,8.25,477.94444444444446,0.47937429783757185,High
107528,1,1,5.0,5,39,8222,14.0,14.0,19,1,1.0,1.0,-4.75,1370.3333333333333,0.4248440154870337,Medium
107529,4,3,19.0,19,19,2421,3.0,12.0,16,1,0.75,0.25,14.25,121.05,0.41785409877162194,Medium
107530,0,0,15.0,15,19,8652,1.0,9.0,15,0,0.0,0.1111111111111111,10.25,540.75,0.3230165362153329,Medium
107531,0,0,1.0,25,33,11082,12.0,14.0,17,0,0.0,0.8571428571428571,-7.25,5541.0,0.4122055394398087,Medium
107532,0,0,9.0,12,34,6916,9.0,11.0,12,0,0.0,0.8181818181818182,0.5,691.6,0.4258112049297183,Medium
107533,0,0,16.0,26,26,5876,1.0,12.0,21,0,0.0,0.08333333333333333,9.5,345.6470588235294,0.30007992772608333,Low
107534,4,4,13.0,26,26,11146,10.0,10.0,12,1,1.0,1.0,6.5,796.1428571428571,0.5714977845822042,High
107535,2,2,7.0,7,27,15604,8.0,14.0,26,1,1.0,0.5714285714285714,0.25,1950.5,0.36112742581782437,Medium
107536,3,0,4.0,5,35,4420,2.0,6.0,23,0,0.0,0.3333333333333333,-4.75,884.0,0.19449388596417927,Low
107537,4,3,9.0,21,32,11054,8.0,23.0,23,1,0.75,0.34782608695652173,1.0,1105.4,0.2828860904322636,Low
107538,0,0,13.0,13,14,11349,9.0,14.0,32,0,0.0,0.6428571428571429,9.5,810.6428571428571,0.49435916528389584,High
107539,1,0,17.0,17,20,14516,9.0,20.0,20,0,0.0,0.45,12.0,806.4444444444445,0.4647255067175473,High
107540,2,1,0.0,7,20,13280,10.0,19.0,19,1,0.5,0.5263157894736842,-5.0,13280.0,0.46251886584305674,High
107541,2,2,3.0,26,26,18403,3.0,23.0,29,1,1.0,0.13043478260869565,-3.5,4600.75,0.20633880096594137,Low
107542,3,3,2.0,15,17,7052,0.0,12.0,27,1,1.0,0.0,-2.25,2350.6666666666665,0.1426168491128381,Low
107543,2,2,16.0,16,29,18615,11.0,14.0,30,1,1.0,0.7857142857142857,8.75,1095.0,0.5363139009259591,High
107545,2,2,15.0,15,20,3981,14.0,14.0,16,1,1.0,1.0,10.0,248.8125,0.610961567922899,High
107546,3,1,18.0,21,21,16820,6.0,24.0,24,1,0.3333333333333333,0.25,12.75,885.2631578947369,0.4097927744279224,Medium
107547,2,1,2.0,22,30,8916,12.0,12.0,12,1,0.5,1.0,-5.5,2972.0,0.4411954054204618,Medium
107549,1,1,15.0,21,21,3708,0.0,22.0,22,1,1.0,0.0,9.75,231.75,0.27387085317957716,Low
107550,2,2,1.0,12,12,3050,5.0,24.0,24,1,1.0,0.20833333333333334,-2.0,1525.0,0.201734457257458,Low
107551,4,3,6.0,28,39,6537,10.0,11.0,21,1,0.75,0.9090909090909091,-3.75,933.8571428571429,0.4011352105736663,Medium
107552,2,2,5.0,8,35,6767,5.0,14.0,32,1,1.0,0.35714285714285715,-3.75,1127.8333333333333,0.22039437819081842,Low
107553,1,0,19.0,19,31,15180,7.0,9.0,29,0,0.0,0.7777777777777778,11.25,759.0,0.562775178035895,High
107554,1,1,13.0,17,17,8196,10.0,10.0,12,1,1.0,1.0,8.75,585.4285714285714,0.5992261954501864,High
107555,3,1,19.0,19,19,7423,3.0,19.0,19,1,0.3333333333333333,0.15789473684210525,14.25,371.15,0.3913321722456053,Medium
107556,0,0,12.0,15,23,2625,1.0,15.0,20,0,0.0,0.06666666666666667,6.25,201.92307692307693,0.24698347806896315,Low
107557,3,1,0.0,20,27,16551,6.0,13.0,15,1,0.3333333333333333,0.46153846153846156,-6.75,16551.0,0.47128786856162136,High
107558,3,1,1.0,18,24,3838,11.0,11.0,13,1,0.3333333333333333,1.0,-5.0,1919.0,0.43054145427703966,Medium
107559,1,1,3.0,7,36,3488,2.0,20.0,20,1,1.0,0.1,-6.0,872.0,0.09915444555861953,Low
107560,1,1,3.0,26,26,10632,1.0,22.0,25,1,1.0,0.045454545454545456,-3.5,2658.0,0.145543600330201,Low
107561,4,2,16.0,17,25,1133,2.0,14.0,14,1,0.5,0.14285714285714285,9.75,66.6470588235294,0.31873059702697826,Low
107563,1,1,17.0,17,33,14892,3.0,24.0,24,1,1.0,0.125,8.75,827.3333333333334,0.31160239269101137,Low
107564,2,0,5.0,17,28,2485,7.0,7.0,34,0,0.0,1.0,-2.0,414.1666666666667,0.44705840366563604,Medium
107565,1,1,18.0,18,18,4327,2.0,19.0,31,1,1.0,0.10526315789473684,13.5,227.73684210526315,0.3609748354026204,Medium
107566,3,1,10.0,27,27,10150,4.0,13.0,13,1,0.3333333333333333,0.3076923076923077,3.25,922.7272727272727,0.29770522296844687,Low
107567,2,2,3.0,7,25,3093,6.0,15.0,15,1,1.0,0.4,-3.25,773.25,0.23569851814712683,Low
107568,4,1,9.0,9,11,18810,3.0,12.0,14,1,0.25,0.25,6.25,1881.0,0.3361563744742486,Medium
107569,0,0,16.0,16,35,7954,3.0,15.0,28,0,0.0,0.2,7.25,467.88235294117646,0.30976168941713894,Low
107570,3,2,8.0,8,29,5658,3.0,9.0,9,1,0.6666666666666666,0.3333333333333333,0.75,628.6666666666666,0.26661548424834963,Low
107571,2,2,3.0,5,39,6100,9.0,9.0,27,1,1.0,1.0,-6.75,1525.0,0.39965112392412466,Medium
107572,4,4,2.0,18,22,12241,8.0,19.0,19,1,1.0,0.42105263157894735,-3.5,4080.3333333333335,0.2945138879726265,Low
107574,0,0,2.0,18,18,17542,2.0,4.0,34,0,0.0,0.5,-2.5,5847.333333333333,0.36424977716498147,Medium
107575,2,0,10.0,22,22,2523,12.0,17.0,26,0,0.0,0.7058823529411765,4.5,229.36363636363637,0.43620842175608593,Medium
107576,0,0,13.0,14,14,2462,0.0,14.0,14,0,0.0,0.0,9.5,175.85714285714286,0.26946451451809933,Low
107577,2,2,1.0,23,23,2205,0.0,3.0,7,1,1.0,0.0,-4.75,1102.5,0.08703448371911647,Low
107578,4,3,3.0,10,13,3698,5.0,24.0,33,1,0.75,0.20833333333333334,-0.25,924.5,0.21600408066627672,Low
107579,3,3,12.0,22,22,18614,4.0,7.0,19,1,1.0,0.5714285714285714,6.5,1431.8461538461538,0.43926491341726986,Medium
107580,4,4,14.0,14,33,2688,11.0,16.0,24,1,1.0,0.6875,5.75,179.2,0.4466037157739338,Medium
107581,1,0,6.0,18,18,15337,2.0,12.0,12,0,0.0,0.16666666666666666,1.5,2191.0,0.2475872886549121,Low
107582,3,3,6.0,13,39,13156,9.0,10.0,10,1,1.0,0.9,-3.75,1879.4285714285713,0.41390788955341473,Medium
107583,4,3,8.0,12,21,14299,13.0,23.0,26,1,0.75,0.5652173913043478,2.75,1588.7777777777778,0.3877339263086208,Medium
107584,1,0,10.0,10,20,9180,1.0,23.0,24,0,0.0,0.043478260869565216,5.0,834.5454545454545,0.23246567980149183,Low
107585,3,3,19.0,20,39,9218,11.0,11.0,14,1,1.0,1.0,9.25,460.9,0.6040894404055597,High
107586,0,0,0.0,18,32,11763,8.0,21.0,21,0,0.0,0.38095238095238093,-8.0,11763.0,0.34704467543681633,Medium
107587,0,0,13.0,13,30,14202,9.0,9.0,27,0,0.0,1.0,5.5,1014.4285714285714,0.5612570232822803,High
107588,4,2,16.0,16,21,16816,7.0,16.0,29,1,0.5,0.4375,10.75,989.1764705882352,0.44625166102205904,Medium
107589,3,0,5.0,27,28,10266,14.0,14.0,26,0,0.0,1.0,-2.0,1711.0,0.468731894654745,High
107590,2,1,12.0,26,26,13038,9.0,16.0,20,1,0.5,0.5625,5.5,1002.9230769230769,0.41523140291785315,Medium
107591,4,0,3.0,18,26,5925,11.0,24.0,33,0,0.0,0.4583333333333333,-3.5,1481.25,0.2635032798529289,Low
107592,3,0,15.0,19,19,1569,3.0,19.0,19,0,0.0,0.15789473684210525,10.25,98.0625,0.33121260733097885,Medium
107593,4,3,14.0,26,38,4802,5.0,19.0,34,1,0.75,0.2631578947368421,4.5,320.1333333333333,0.29015060238755996,Low
107594,3,0,3.0,9,15,12397,7.0,10.0,19,0,0.0,0.7,-0.75,3099.25,0.4092943093507144,Medium
107595,3,3,3.0,24,32,4705,9.0,17.0,26,1,1.0,0.5294117647058824,-5.0,1176.25,0.2612654059283946,Low
107596,4,0,15.0,27,30,5314,12.0,16.0,28,0,0.0,0.75,7.5,332.125,0.49429838305339685,High
107597,2,2,12.0,25,25,17247,13.0,17.0,17,1,1.0,0.7647058823529411,5.75,1326.6923076923076,0.4915166201145659,High
107598,1,0,8.0,17,37,10319,7.0,24.0,24,0,0.0,0.2916666666666667,-1.25,1146.5555555555557,0.23360410109282012,Low
107599,4,4,12.0,22,25,11739,0.0,7.0,29,1,1.0,0.0,5.75,903.0,0.22953364808779697,Low
107600,0,0,11.0,13,26,11158,7.0,18.0,18,0,0.0,0.3888888888888889,4.5,929.8333333333334,0.3422506220810934,Medium
107602,2,2,0.0,25,25,14120,13.0,15.0,25,1,1.0,0.8666666666666667,-6.25,14120.0,0.5726466532965656,High
107603,1,1,5.0,23,23,11850,0.0,19.0,19,1,1.0,0.0,-0.75,1975.0,0.15717180579928136,Low
107604,3,3,7.0,7,16,4694,5.0,7.0,28,1,1.0,0.7142857142857143,3.0,586.75,0.4241490736429944,Medium
107605,0,0,13.0,23,38,19350,11.0,17.0,26,0,0.0,0.6470588235294118,3.5,1382.142857142857,0.42197765815610105,Medium
107606,1,1,0.0,12,28,14775,1.0,7.0,11,1,1.0,0.14285714285714285,-7.0,14775.0,0.3319069156450079,Medium
107607,4,2,19.0,19,27,9522,8.0,20.0,34,1,0.5,0.4,12.25,476.1,0.4460101389933428,Medium
107608,3,2,7.0,19,26,3377,3.0,13.0,21,1,0.6666666666666666,0.23076923076923078,0.5,422.125,0.2255033741292829,Low
107609,2,1,8.0,14,25,1223,12.0,16.0,17,1,0.5,0.75,1.75,135.88888888888889,0.4111576511332089,Medium
107610,2,2,2.0,16,23,5931,7.0,10.0,28,1,1.0,0.7,-3.75,1977.0,0.34887189771872645,Medium
107611,0,0,3.0,29,29,1100,14.0,14.0,14,0,0.0,1.0,-4.25,275.0,0.41348256315980064,Medium
107612,3,2,6.0,13,15,17925,13.0,19.0,25,1,0.6666666666666666,0.6842105263157895,2.25,2560.714285714286,0.4366974719325262,Medium
107613,1,1,10.0,10,39,8787,10.0,11.0,11,1,1.0,0.9090909090909091,0.25,798.8181818181819,0.454433910425387,Medium
107614,2,2,11.0,18,30,14250,13.0,13.0,13,1,1.0,1.0,3.5,1187.5,0.5363717236288682,High
107615,4,2,10.0,24,24,11801,8.0,14.0,33,1,0.5,0.5714285714285714,4.0,1072.8181818181818,0.3985423908352587,Medium
107616,2,2,6.0,22,22,4932,13.0,13.0,23,1,1.0,1.0,0.5,704.5714285714286,0.48663405217522787,High
107617,3,3,11.0,11,36,6117,10.0,20.0,34,1,1.0,0.5,2.0,509.75,0.33754474109356286,Medium
107618,0,0,6.0,15,15,19806,9.0,14.0,14,0,0.0,0.6428571428571429,2.25,2829.4285714285716,0.4274039322422376,Medium
107619,2,1,12.0,12,15,5305,11.0,11.0,30,1,0.5,1.0,8.25,408.0769230769231,0.5893177391673255,High
107620,0,0,19.0,19,19,9627,6.0,10.0,10,0,0.0,0.6,14.25,481.35,0.5405423247263307,High
107621,1,1,16.0,20,20,5086,2.0,3.0,13,1,1.0,0.6666666666666666,11.0,299.1764705882353,0.5145810599245966,High
107622,1,1,10.0,10,10,1624,0.0,21.0,21,1,1.0,0.0,7.5,147.63636363636363,0.24121509340079159,Low
107623,2,2,19.0,19,36,7500,7.0,8.0,11,1,1.0,0.875,10.0,375.0,0.5714038257987243,High
